nome;genero
Djam Karet;{New wave music|Psychedelic rock|World music|Progressive rock|Ambient music|Jam band|Electronic music|Avant-garde}
Django Django;{Art rock|Electronica|Indie rock|Neo-psychedelia|Electronic rock}
Djerv (band);{Black metal|Heavy metal music|Hard rock}
Djevara;{Hardcore punk|Alternative rock|Alternative metal}
Djämes Braun;{Reggae|Dancehall}
Dkay.com;{Industrial music|Industrial metal}
Dlamini King Brothers;Isicathamiya
Do-Re-Mi (band);{New wave music|Pop rock}
Do-The-Undo;Rock music
DoCo;Pop music
Do As Infinity;{Rock music|J-pop}
Do Make Say Think;{Post-rock|Instrumental rock|Jazz fusion|Experimental rock}
Do Me Bad Things;{Blues|Heavy metal music|Rock music|Soul music}
Do or Die (group);Hip hop music
Doa (Japanese band);{Pop music|Rock music|Country rock|Hard rock|Folk rock}
Doble A & Nales;Reggaeton
Doble Filo;{Hip hop music|Alternative hip hop|Latin hip hop}
Dobri Isak;{Gothic rock|Dark wave|Post-punk}
Dobrovoljno Pevačko Društvo;Pop rock
Doc Walker;Country music
Docker's Guild;{Heavy metal music|Progressive rock|Progressive metal|Electronica|Hard rock|Space rock|Arena rock}
Doctor Father;NULL
Doctor Midnight & The Mercy Cult;{Heavy metal music|Punk rock|Hard rock|Industrial metal|Crossover thrash}
Doctor and the Medics;{New wave music|Glam rock|Pop rock|Neo-psychedelia}
Doctors & Dealers;{Alternative rock|Pop rock}
Doctors of Harmony;NULL
Doctors of Madness;{Rock music|Art rock|Proto-punk}
Dodgy;{Britpop|Alternative rock|Power pop}
Dodo and the Dodos;NULL
Does (band);{Hard rock|Garage rock|Alternative rock}
Does It Offend You Yeah?;{Synthpop|Dance-punk|New rave|Electro house}
Dog's Eye View;Alternative rock
Dog Age;{Psychedelic rock|Pop music|Rock music|Folk rock}
Dog Blood;{House music|Breakbeat|Acid techno|Techno|Electro house}
Dog Day (band);{Punk rock|Pop music|Indie rock}
Dog Eat Dog (band);{Hardcore punk|Rap metal|Rap rock}
Dog Faced Hermans;{Anarcho-punk|Noise rock|Art punk|Post-punk|Experimental rock}
Dog Fashion Disco;Avant-garde metal
Dog Is Dead;Indie pop
Dog Society;{Hard rock|Alternative rock|Pop rock}
Dog Trumpet;NULL
Doggy's Angels;{West Coast hip hop|G-funk}
Doggy Style (band);{Punk rock|Hardcore punk|Skate punk|Melodic hardcore}
Dogheart;NULL
Dogs (British band);{Indie rock|Post-punk revival}
Dogs (French band);{Punk rock|Rock music|Independent music}
Dogs Die in Hot Cars;Indie rock
Dogsflesh;{Punk rock|Street punk}
Dogstar (band);{Alternative rock|Post-grunge}
Dogwood (band);{Punk rock|Hardcore punk|Pop punk|Skate punk|Christian punk|Melodic hardcore}
Dogzilla;Trance music
Dokken;{Heavy metal music|Hard rock|Glam metal}
Doktor Spira i Ljudska Bića;{New wave music|Art rock|Alternative rock|Minimal music|Post-punk|Experimental music}
Dol Ammad;{Electronica|Avant-garde metal|Symphonic metal}
Dolchamar;{Electropop|Indie pop}
Doldrums (band);{Post-rock|Space rock}
Doleful Lions;Experimental music
Doll Elements;{Pop music|J-pop}
Doll Factory;{Industrial music|Alternative rock|Dance-punk|Post-punk revival|Electronic rock}
Doll Squad;{Alternative rock|Power pop}
Dollar (band);{New wave music|Synthpop}
Dollie de Luxe;{Pop music|Europop|Musical theatre|Schlager music}
Dollshead;{Electronica|Alternative rock}
Dolly (French band);{Rock music|Alternative rock}
Dolly (Japanese band);Rock music
Dolly Dots;{Pop music|Dance music|Middle of the road (music)}
Dolly Mixture (band);{New wave music|Post-punk}
Dolly Rockers;{Electropop|Wonky pop}
Dolly Style;{Bubblegum pop|Europop|Hi-NRG|Bubblegum dance|Nu-disco}
Dolly Varden (band);{Alternative rock|Independent music}
Dolorean;{Indie rock|Alternative rock}
Dolores Delirio;{Gothic rock|Post-punk}
Dolorian;{Doom metal|Dark ambient}
Dolour;Indie pop
Dom & Roland;{Drum and bass|Techstep}
Domain (band);{Power metal|Symphonic metal}
Dome (band);{Post-punk|Experimental rock}
Domenica (American band);Rock music
Dominant Legs;{Indie rock|Indie pop|Pop rock}
Dominatrix (band);{Synthpop|Freestyle music}
Domine;{Speed metal|Power metal}
Dominia (band);{Symphonic black metal|Melodic death metal|Gothic metal}
Dominic Balli;{Pop music|Reggae}
Dominic Cournoyer;{Synthpop|Indie rock|Lo-fi music|Psychedelic pop|Electronic music}
Dominion (Filipino band);{Rock music|Gothic rock|Pinoy rock}
Dominion (Swedish band);Technical death metal
Dominion III;{Black metal|Industrial metal}
Domino Kirke;{Pop music|Rock music}
Dommin;{Gothic rock|Alternative rock}
Don't Wait Animate;{Trip hop|Progressive rock|Indie rock|Electro (music)}
Don Broco;{Alternative rock|Post-hardcore|Pop rock}
Don Caballero;{Post-rock|Instrumental rock|Math rock}
Don Cornelio y la Zona;{New wave music|Post-punk}
Don Diablo;{House music|Progressive house|Electro house|Future house}
Don Huonot;{Art rock|Pop rock}
Don Johnson Big Band;{Alternative rock|Hip hop music|Electronic music}
Don Mentony Band;{Blues|Rock and roll|Boogie}
Don Tetto;{Alternative rock|Pop punk}
Don Vail;Indie rock
Don Walser;{Country music|Western swing}
Donald Cumming;{New wave music|Rock music|Post-punk}
Donaldson Moir and Paterson;{Psychedelic rock|Acoustic music}
Donavon Frankenreiter;{Surf music|Soft rock}
Done Lying Down;{Indie rock|New wave of new wave}
Dong Cheng Wei;{Rock music|Mandopop}
Donghae & Eunhyuk;NULL
Donis;{Ambient music|Neofolk}
Donita Sparks and the Stellar Moments;NULL
Donkey Heart;NULL
Donkeyboy;Synthpop
Donna Jean Godchaux Band;{Rock music|Jam band}
Donna and Joseph McCaul;Eurovision Song Contest
Donna the Buffalo;{Reggae|Bluegrass music|Country rock|Folk rock|Zydeco}
Donnez;Dansband
Donnie and Joe Emerson;{Pop music|Rock music}
Donora (band);{Indie rock|Shoegazing|Indie pop}
Donots;{Punk rock|Alternative rock|Pop punk}
Donovan Wolfington;Indie rock
Doo Rag (band);{Rock music|Delta blues|Punk blues}
Doom (Japanese band);{Progressive metal|Thrash metal|Avant-garde metal}
Doom (UK band);{Grindcore|Hardcore punk|Crust punk|Sludge metal|D-beat}
Doom Unit;{Heavy metal music|Rock music}
Doomriders;{Hardcore punk|Doom metal|Death 'n' roll|Stoner rock}
Doomsword;Doom metal
Doomtree;Hip hop music
Doop and the Inside Outlaws;{Alternative country|Roots rock}
Dope (band);{Nu metal|Alternative metal|Industrial metal}
Dope Body;{Punk rock|Noise rock|Sludge metal}
Dope Reach Squad;Hip hop music
Dope Stars Inc.;{Industrial rock|Electronic body music|Industrial metal|Cyberpunk_Rock}
Dopeadelicz;NULL
Dopo (band);NULL
Dora Deliyska;Classical music
Doraine and Ellis;{Musical theatre|Operetta}
Doramaar;NULL
Doremidan;Rock music
Dorian (Scottish band);Indie rock
Dorian (Turkish band);{Progressive rock|Alternative rock}
Dorian Gray (band);Art rock
Dorians (band);NULL
Dorlene Love;{Folk music|Punk rock}
Dorn (band);{Black metal|Death metal|Viking metal|Doom metal|Symphonic metal}
Dornenreich;{Black metal|Ambient music|Avant-garde metal|Neofolk}
Doro (musician);{Heavy metal music|Hard rock}
Dorothy Little Happy;Pop music
Dorp (band);{Trip hop|Alternative rock|Ska punk|Electronic music|Maskanda}
Dorsal Atlântica;{Heavy metal music|Speed metal|Thrash metal|Crossover thrash}
Dorso;{Black metal|Death metal|Speed metal|Progressive metal|Goregrind}
Dos (band);{Rock music|Indie rock|Alternative rock}
Dos Santos: Anti-Beat Orquesta;NULL
Dosh (musician);{Ambient music|Intelligent dance music|Downtempo|Folktronica|Alternative dance|Electronic music|Hip hop production}
Dot Hacker;{Alternative rock|Experimental rock}
Dot N Pro;Hip hop music
Dots Will Echo;{Folk music|Pop music|Rock music|Indie rock}
DoubleDrive;Post-grunge
Double (band);{New wave music|Jazz fusion|Pop rock|Sophisti-pop}
Double Dagger;Post-punk
Double Dealer;{Hard rock|Power metal|Neoclassical metal}
Double Dee;Italo house
Double Dee and Steinski;{Mashup (music)|Hip hop music|Dance music}
Double Dragon (band);{Heavy metal music|Melodic death metal|Metalcore}
Double Exposure (band);NULL
Double Faced Eels;Alternative rock
Double J and Twice the T;{Pop music|Hip hop music}
Double Negative (band);{Punk rock|Hardcore punk}
Double Pact;{Hip hop music|Swiss hip hop}
Double Take (group);Various
Double Trouble (band);{Instrumental rock|Electric blues|Blues rock|Texas blues}
Double Voice;Pop music
Double You;{Pop music|Eurodance|Italo dance}
Doubting Thomas (band);Industrial music
Doug Anthony All Stars;{Alternative rock|Comedy rock}
Doug and the Slugs;Pop music
Doughboys (Canadian band);Alternative rock
Dover (band);{Grunge|Alternative rock|Electropop}
Doves (band);Alternative rock
Dovetail Joint (band);Alternative rock
Down 'n' Outz;NULL
Down (band);{Heavy metal music|Southern rock|Sludge metal|Groove metal|Stoner rock}
Down For Life (band);Metalcore
Down I Go;Post-hardcore
Down Low (rap group);Hip hop music
Down by Law (band);Punk rock
Down to Mars;{Pop music|Electropop|Contemporary R&B|Pinoy pop}
Down to Nothing;Hardcore punk
Down with Webster;{Rap rock|Pop rock|Hip hop music}
Downchild Blues Band;Blues
Downfall (band);{Hardcore punk|Ska punk}
Downhere;{Christian rock|Alternative rock}
Downliners Sect;{Rock and roll|Rhythm and blues|Garage rock|Freakbeat|British rhythm and blues}
Download (band);{Intelligent dance music|Post-industrial music|Experimental music}
Downplay;{Alternative rock|Alternative metal}
Downset.;{Hardcore punk|Funk metal|Rap metal|Alternative metal|Rap rock}
Downsyde;Australian hip hop
Downthesun;{Nu metal|Alternative metal}
Downtown Boys (band);Punk rock
Downtown Science (band);Hip hop music
Downy Mildew (band);{Alternative rock|Folk rock}
Dowsing (band);{Punk rock|Emo|Indie rock}
Dozer;Stoner rock
Dr. Acula (band);Deathcore
Dr. Buzzard's Original Savannah Band;{Disco|Soul music|Big band}
Dr. Chud's X-Ward;{Heavy metal music|Horror punk}
Dr. Dog;{Psychedelic rock|Indie rock|Baroque pop|Neo-psychedelia|Indie folk|Low fidelity}
Dr. Draw;Experimental_electronic
Dr. Ed and the Flu Shots;{Funk|Rock music|Reggae|Psychedelic music}
Dr. Feelgood (band);{Pub rock (United Kingdom)|Blues rock|British rhythm and blues}
Dr. Hook & the Medicine Show;{Rock music|Southern rock|Outlaw country|Soft rock}
Dr. Know (band);{Punk rock|Nardcore|Crossover thrash}
Dr. Music;Jazz
Dr. Phibes and the House of Wax Equations;Psychedelic rock
Dr. Shrinker (band);Death metal
Dr. Silvana & Cia.;Rock music
Dr. Sin;{Heavy metal music|Progressive metal|Hard rock}
Dr. Spec's Optical Illusion;{Rock and roll|Garage rock|Proto-punk}
Dr. Strangely Strange;{Folk rock|Psychedelic folk|Freak folk|Experimental music|Avant-garde music}
Dr. West's Medicine Show and Junk Band;Psychedelic rock
Dr Manhattan (band);{Indie rock|Alternative rock|Electronic music}
Dr and The Crippens;Hardcore punk
Drabness;{Hardcore punk|Metalcore}
Draco and the Malfoys;Wizard rock
Draconian (band);{Black metal|Doom metal|Melodic death metal|Gothic metal|Death-doom}
Draconic;{Progressive metal|Symphonic black metal|Industrial metal}
Drag (band);{New wave music|Alternative rock}
Drag the River (Colorado band);{Southern rock|Alternative country}
Drag the River (Georgia band);NULL
Dragged Into Sunlight;{Black metal|Death metal|Doom metal|Sludge metal}
Dragnerve;{Heavy metal music|Thrash metal|Hard rock|Groove metal}
DragonForce;{Speed metal|Power metal}
Dragon (band);{New wave music|Progressive rock|Pop rock}
Dragon Ash;{Drum and bass|Nu metal|Punk rock|Samba|Soca music|Electronica|Alternative rock|Bossa nova|Rap rock|Pop rock|Hip hop music}
Dragon Fli Empire;Canadian hip hop
Dragonette;{New wave music|Synthpop}
Dragonland;{Progressive metal|Power metal|Symphonic metal}
Dragonlord (band);{Thrash metal|Symphonic black metal}
Dragons (band);{Indie rock|Post-punk revival}
Dragons of Zynth;Indie rock
Dragony;{Power metal|Symphonic metal}
Dragpipe;{Alternative metal|Sludge metal|Groove metal|Crossover thrash|Stoner rock}
Drain (band);{Psychedelic rock|Noise rock}
Drain STH;{Grunge|Alternative metal}
DramaGods;Alternative rock
Dramarama;{Indie rock|Alternative rock|Power pop}
Dramatis;{New wave music|Synthpop}
Drastique;{Black metal|Gothic metal}
Draumir;{Rock music|Folk rock}
Draven (band);Rock music
Drawn from Bees;Art rock
Draytons Two;Spouge
DreDDup;{Electronica|Industrial rock|Alternative rock|Electronic rock|Big beat}
Dre & Vidal;{Soul music|Gospel music|Contemporary R&B|Hip hop music}
Dread Zeppelin;{Comedy rock|Reggae rock}
Dreadful Shadows;{Gothic rock|Dark wave|Gothic metal}
Dreadlock Pussy;{Nu metal|Rap rock}
Dreadnaught (band);{Progressive metal|Thrash metal}
Dreadzone;{House music|Reggae|Trip hop|Intelligent dance music|Electronica|Dub music|Folktronica|Dubtronica|Electronic rock}
Dream5;J-pop
DreamSTATE;Ambient music
Dream (American group);NULL
Dream (Japanese group);{Electropop|Dance-pop|Eurobeat}
Dream Boys;Rhythm and blues
Dream City Film Club;Rock music
Dream Evil;{Heavy metal music|Speed metal|Power metal}
Dream Girls (Taiwanese band);Mandopop
Dream Morning Musume;Pop music
Dream On Dreamer;{Alternative rock|Post-hardcore|Electronicore}
Dream Out Loud;{Indie rock|Music of Bollywood}
Dream Rovers;Country music
Dream Street;{Dance-pop|Teen pop}
Dream Theater;{Progressive rock|Progressive metal}
Dream This Air;{Metalcore|Melodic metalcore|Experimental music}
Dream Warriors (band);{Jazz rap|Alternative hip hop|Canadian hip hop}
Dream of an Opium Eater;{Heavy metal music|Instrumental rock}
Dreamaker;Power metal
Dreamers of the Ghetto;NULL
Dreamhouse (band);{Pop music|Dance-pop|Eurodance|Reggae fusion}
Dreamlab (production team);{Pop music|Electropop|Dance-pop|Pop rock|Hip hop music}
Dreamlin;{Chill-out music|Electronic music}
Dreams Come True (band);{New wave music|Pop music|Rhythm and blues}
Dreams Not Reality;{Glam rock|Glam metal}
Dreams So Real;{Rock music|Alternative rock}
Dreams of Sanity;{Progressive metal|Gothic metal}
Dreamscape (band);Progressive metal
Dreamshade;{Alternative metal|Melodic death metal|Melodic metalcore}
Dreamtale;{Speed metal|Power metal|Symphonic metal}
Dreamteam;{House music|Kwaito|Hip hop music}
Dreamtiger;Contemporary classical music
Dreamtime Christmas All-Stars;NULL
Dreamtone & Iris Mavraki's Neverland;{Power metal|Symphonic metal}
Dreamworld (band);Eurodance
Dredg;{Nu metal|Art rock|Progressive rock|Alternative rock|Alternative metal|Experimental rock}
Drenge (band);Alternative rock
Drentch;Christian rock
Dresden & Johnston;{House music|Trance music|Electronic dance music}
Dressed Like Wolves;Folk music
Dressmaker (band);{Psychedelic rock|Shoegazing|Noise rock|Post-punk revival|Experimental rock}
Dressy Bessy;{Indie rock|Power pop}
Dresta;{Gangsta rap|West Coast hip hop}
Drew Danburry;{Folk music|Indie rock|Singer-songwriter}
Drew Davis Band;Country music
Drew Holcomb and The Neighbors;{Alternative rock|Folk rock|Americana}
Drexciya;Techno
Dribbling Darts;NULL
Drifters (Swedish band);Dansband
Drifting Cowboys;{Blues|Country music|Pop music|Honky-tonk}
Drill (UK band);{Industrial rock|Alternative rock|Noise rock}
Drink Hunters;{Punk rock|Folk punk|Celtic punk}
Drink Up Buttercup;NULL
Drinking Electricity;{Synthpop|Post-punk}
Drive-By (group);{Gangsta rap|Horrorcore|Hip hop music}
Drive-By Argument;{Indie rock|Electro (music)|Indie pop|Techno|Alternative dance}
Drive-By Truckers;{Southern rock|Alternative rock|Alternative country}
Drive Like Jehu;{Emo|Math rock|Post-hardcore}
Driveblind;Rock music
Driver Drive Faster;{Indie rock|Alternative rock}
Driver Friendly;NULL
Driver Side Impact;NULL
Drivin N Cryin;{Hard rock|Southern rock|Jam band}
Driving East;{Rock music|Power pop|Pop punk}
Droban-Apherna;{Jazz fusion|Experimental music}
Droid (band);{Metalcore|Groove metal}
Drolls (Russian early music ensemble);{Early music|Renaissance music}
Dromedary (band);World music
Droom (band);{Gothic rock|Synthpop}
Drop City Yacht Club;{West Coast hip hop|Hip hop music}
Drop Dead Gorgeous;{Screamo|Metalcore|Post-hardcore}
Drop Nineteens;{Indie rock|Shoegazing|Noise pop}
Drop Trio;Jazz
Dropati;Baithak Gana
Dropbox (band);{Nu metal|Hard rock|Alternative rock|Alternative metal|Post-grunge}
Dropdead;{Hardcore punk|Powerviolence}
Dropkick Murphys;{Punk rock|Hard rock|Celtic punk|Oi!}
Dropout Year;{Pop punk|Pop rock}
Dropping Daylight;Alternative rock
Drottnar;{Viking metal|Unblack metal|Death-doom}
Drowners;{Indie rock|Alternative rock|Post-punk revival}
Drowning Craze;Post-punk
Drowning Pool;{Heavy metal music|Nu metal|Hard rock|Alternative metal|Post-grunge}
Drowningman;{Hardcore punk|Metalcore|Post-hardcore|Mathcore}
Droïds;{Synthpop|Electronic music}
Dru Hill;{Soul music|Gospel music|Hip hop soul}
Druckfarben;Progressive rock
Drudkh;Black metal
Drug Church;{Grunge|Hardcore punk|Alternative rock}
Drugi način;{Progressive rock|Hard rock}
Drugstore (band);{Alternative rock|Dream pop}
Druha Rika;{Britpop|Alternative rock}
Drum Island;{Ambient music|Electronic music}
Drum Theatre (musical group);{Synthpop|Pop rock}
Drumagick;{Drum and bass|Samba|Sambass}
Drumlin (band);NULL
Drummer (band);Indie rock
Drums & Tuba;{Instrumental rock|Alternative rock}
Drumsing;Music of Latin America
Drumsound & Bassline Smith;{Drum and bass|Dubstep|Electronic music}
Drunk Horse;{Hard rock|Stoner rock}
Drunk Injuns;Skate punk
Drunk Tank;{Noise rock|Post-hardcore}
Drunken Tiger;Hip hop music
Dry (group);Cantopop
Dry Cell (band);Nu metal
Dry Kill Logic;{Nu metal|Alternative metal|Metalcore|Groove metal}
Dry the River;{Alternative rock|Indie folk}
Dryer (band);{Punk rock|Rock music|Indie rock|Lo-fi music}
Dryve;{Christian rock|Alternative rock}
Drängarna;{Pop music|Rock music|Dansband}
Dråpe;{Pop music|Indie pop}
Dschinghis Khan;{Disco|Pop music}
DuMonde;Trance music
Du Du A;{Funk|New wave music|Reggae|Trip hop|Synthpop|Alternative rock|Hip hop music|Post-punk}
Dual Core (hip hop duo);Nerdcore
Dualesc;{Emo|Alternative rock}
DubVision;Progressive house
Dub Inc;{Reggae|Dub music|Dancehall}
Dub Narcotic Sound System;Indie rock
Dub Pistols;{Electronica|Dub music|Big beat|Alternative hip hop}
Dub Proof;{Funk|Reggae|Dub music|Hip hop music}
Dub Syndicate;{Reggae|Dub music}
Dub Trio;{Heavy metal music|Punk rock|Rock music|Dub music}
Dub War;{Rap metal|Alternative metal|Reggae rock}
Dubb Union;{West Coast hip hop|G-funk|Hip hop music}
Dubioza kolektiv;{Reggae|Ska|Alternative rock|Dub music|Rap rock|Funk rock}
